userId,movieId,rating,timestamp
3,78499,4.0,1439473014
3,81845,4.0,1439473018
3,76093,4.0,1439473084
3,77561,4.0,1439473240
3,73321,4.0,1439473925
3,82461,4.0,1439473967
3,81229,4.0,1439474063
3,79293,4.0,1439474106
3,79695,3.0,1439474170
3,78469,3.0,1439474257
3,79132,5.0,1439474473
3,73268,4.0,1439475098
3,82095,2.0,1484756055
3,80363,3.0,1484756077
3,76077,2.0,1484756109
3,74458,4.0,1492785558
3,80463,4.0,1492785561
3,81591,5.0,1492785564
3,76251,4.0,1566089828
3,74789,4.0,1566089982
3,81564,4.0,1566090249
3,81537,3.0,1566091015
3,82202,3.0,1566091203
3,79224,2.0,1566091314
3,79091,4.0,1566091612
3,81834,3.5,1566091630
4,82461,2.5,1573937190
4,77866,2.0,1573937361
4,76175,1.5,1573937368
4,79185,2.5,1573937384
4,74530,0.5,1573937414
4,86345,4.0,1573937451
4,78893,0.5,1573937500
4,79702,4.5,1573937671
4,83134,4.5,1573937827
4,74458,5.0,1573938151
4,79132,4.5,1573938448
4,76093,2.0,1573938675
4,81834,1.0,1573939673
4,81564,3.5,1573940174
4,81229,3.0,1573940186
4,79695,2.0,1573940413
4,79091,3.5,1573941611
4,77561,1.0,1574194685
13,73321,3.5,1265058404
13,77561,4.0,1276166580
13,76093,4.0,1276166586
13,78105,2.5,1276166598
13,77866,2.0,1278462079
13,74458,3.0,1278462112
13,74789,3.0,1278462169
13,74688,0.5,1278462340
13,78637,3.0,1278471555
13,78499,3.5,1278479398
13,78469,3.0,1278559915
13,78893,2.5,1278600162
13,76077,2.5,1278602432
13,76175,4.0,1278749623
13,79091,3.5,1280184484
13,79139,2.5,1280308022
13,82459,4.5,1295034724
13,82461,3.5,1295034744
13,81847,3.5,1297898467
13,82852,2.0,1297898501
13,77364,2.5,1297899007
13,79185,3.5,1297905700
13,79293,1.0,1297905713
13,81834,3.5,1297908469
13,79132,4.5,1297926215
13,80939,3.5,1300410179
13,81537,4.0,1300410284
13,74851,3.5,1316660567
17,78499,2.5,1485581440
17,77561,4.0,1485581591
17,78105,2.5,1485588902
17,79091,5.0,1485588928
19,83132,3.5,1445286090
19,74458,3.5,1445286338
19,83525,3.5,1445286807
19,92210,5.0,1445286816
19,93610,1.5,1445286885
19,79132,3.5,1445874802
19,81845,3.5,1445874973
19,81591,2.0,1445875000
19,76251,3.5,1446298393
19,79702,3.0,1446298480
19,85788,3.0,1446909881
19,81018,4.0,1450544792
19,132169,3.0,1451251135
19,81834,3.0,1451511355
19,82169,2.0,1453670013
19,83134,3.5,1453670360
19,86279,4.5,1453670514
19,112512,4.0,1457188000
21,81834,4.0,1456284500
21,79132,5.0,1456284639
21,81845,5.0,1456284715
21,79702,5.0,1456285174
21,82461,3.0,1456285248
21,74458,4.5,1456285490
26,79132,5.0,1280515647
29,81591,4.5,1340068132
34,78499,4.5,1317762463
35,80166,3.5,1511296451
35,79132,4.0,1511296537
37,79132,4.5,1456485123
37,74458,4.5,1456485244
37,82459,3.0,1456485622
37,81932,2.5,1456485639
37,81845,4.0,1456485794
38,79132,4.5,1349689821
38,85774,4.5,1417643841
38,76251,2.0,1417644388
38,79702,2.5,1417644509
38,73321,3.0,1417645008
38,80549,3.5,1417645052
44,76251,5.0,1489523197
44,77561,5.0,1489523201
44,79091,4.0,1489523222
44,73321,5.0,1489523269
44,81564,4.5,1489523279
44,78772,4.0,1489523347
44,79139,4.5,1489523424
44,82169,4.0,1489523427
44,79132,5.0,1489523447
50,79132,4.5,1402504401
50,81591,5.0,1402505838
52,81591,2.5,1298355994
52,81562,3.0,1298356027
52,80463,5.0,1298356124
53,81845,5.0,1459571044
63,81847,4.5,1571171814
63,80549,3.5,1571171851
63,78772,1.0,1571172002
64,79132,4.5,1434644504
64,78499,4.5,1434644649
64,81847,3.0,1434644660
64,80463,4.0,1434644741
64,79091,3.0,1434644805
65,73321,5.0,1473433653
68,79132,3.0,1472117182
71,79132,4.0,1482966521
71,80463,4.0,1482966540
71,81591,4.0,1482966542
71,76093,5.0,1482966664
75,79132,3.0,1537207846
75,74458,2.5,1537208525
75,81845,3.0,1537208777
75,78499,4.0,1537208789
75,81591,2.5,1537208897
75,82459,3.5,1537218273
75,78772,2.5,1537218849
75,76293,2.5,1537219131
75,80489,4.0,1537257821
75,79293,2.5,1537257865
75,77866,3.0,1537272168
75,79185,3.5,1537272208
75,81788,4.0,1537273396
75,80860,3.5,1537344227
76,79796,3.0,1286094833
76,79702,2.0,1286094911
76,79132,4.5,1288668133
76,86345,4.5,1322445721
76,85774,3.5,1322445727
76,81591,3.5,1323568177
76,81834,3.0,1327220235
76,81819,4.5,1340233705
78,81591,5.0,1498275876
78,80463,5.0,1498275926
78,74789,3.5,1498275995
78,81562,4.5,1498276094
78,79702,4.0,1498276390
78,80549,5.0,1498277044
78,78772,4.0,1498277798
82,81591,3.0,1437237102
82,81932,3.0,1437237157
82,86781,4.0,1437240409
82,81845,3.5,1437241224
82,101068,4.5,1437241339
82,74458,1.5,1437242572
82,79132,1.5,1437242587
82,99045,4.0,1437242752
82,85774,3.0,1437244011
84,79132,3.0,1481630137
84,110200,3.0,1481829059
84,81591,3.5,1481829255
84,81385,4.0,1481829282
84,80463,4.0,1481829316
84,81845,4.5,1481829405
84,81191,3.5,1481829438
84,81456,4.0,1481829587
84,77629,4.0,1481829629
84,74458,3.5,1481829735
84,80969,4.0,1481829766
84,84775,4.0,1481829786
84,77800,2.5,1481830019
84,81018,4.5,1481830068
84,79242,3.5,1481830112
84,82459,4.0,1481830619
