movieId,title,genres,year
73268,Daybreakers (2010),Action|Drama|Horror|Thriller,2010.0
73319,Leap Year (2010),Comedy|Romance,2010.0
73321,"Book of Eli, The (2010)",Action|Adventure|Drama,2010.0
73744,If You Love (Jos rakastat) (2010),Drama|Musical|Romance,2010.0
73929,Legion (2010),Action|Fantasy|Horror|Thriller,2010.0
74115,Dante's Inferno Animated (2010),Action|Animation|Fantasy,2010.0
74131,Extraordinary Measures (2010),Drama,2010.0
74154,When in Rome (2010),Comedy|Romance,2010.0
74156,Edge of Darkness (2010),Drama|Thriller,2010.0
74450,Valentine's Day (2010),Comedy|Romance,2010.0
74452,"Wolfman, The (2010)",Horror|Thriller,2010.0
74458,Shutter Island (2010),Drama|Mystery|Thriller,2010.0
74530,Percy Jackson & the Olympians: The Lightning Thief (2010),Adventure|Fantasy,2010.0
74532,Cop Out (2010),Action|Comedy|Crime,2010.0
74545,"Ghost Writer, The (2010)",Drama|Mystery|Thriller,2010.0
74580,"Spy Next Door, The (2010)",Action|Children|Comedy,2010.0
74595,Blood Done Sign My Name (2010),Drama,2010.0
74675,Pudana Last of the Line (Sukunsa viimeinen) (2010),Drama,2010.0
74679,In the Shadow of Doubt (Epäilyksen varjossa) (2010),Documentary,2010.0
74685,"Crazies, The (2010)",Action|Drama|Horror|Sci-Fi|Thriller,2010.0
74688,Dear John (2010),Drama|Romance|War,2010.0
74698,Tooth Fairy (2010),Comedy|Fantasy,2010.0
74787,My Name is Khan (2010),Drama|Romance,2010.0
74789,Alice in Wonderland (2010),Adventure|Fantasy|IMAX,2010.0
74795,Green Zone (2010),Action|Drama|Thriller|War,2010.0
74851,From Paris with Love (2010),Action|Crime,2010.0
74916,Greenberg (2010),Comedy|Drama,2010.0
74944,Brooklyn's Finest (2010),Crime|Drama|Thriller,2010.0
74946,She's Out of My League (2010),Comedy,2010.0
75341,Remember Me (2010),Drama|Romance,2010.0
75395,Frozen (2010),Drama|Horror|Thriller,2010.0
75803,Our Family Wedding (2010),Comedy,2010.0
75805,"Bounty Hunter, The (2010)",Action|Comedy|Romance,2010.0
75985,Repo Men (2010),Action|Sci-Fi|Thriller,2010.0
76077,Hot Tub Time Machine (2010),Comedy|Sci-Fi,2010.0
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,2010.0
76175,Clash of the Titans (2010),Action|Adventure|Drama|Fantasy,2010.0
76217,Bass Ackwards (2010),Drama,2010.0
76251,Kick-Ass (2010),Action|Comedy,2010.0
76293,Date Night (2010),Action|Comedy|Romance,2010.0
76738,Steam of Life (Miesten vuoro) (2010),Documentary,2010.0
76753,"Final, The (2010)",Drama|Horror|Thriller,2010.0
76763,"Runaways, The (2010)",Drama|Musical,2010.0
77191,Death at a Funeral (2010),Comedy,2010.0
77206,Diary of a Wimpy Kid (2010),Children|Comedy,2010.0
77364,"Losers, The (2010)",Action|Adventure|Drama|Mystery|Thriller,2010.0
77414,"Last Song, The (2010)",Drama|Romance,2010.0
77421,Cyrus (2010),Comedy|Drama|Romance,2010.0
77455,Exit Through the Gift Shop (2010),Comedy|Documentary,2010.0
77561,Iron Man 2 (2010),Action|Adventure|Sci-Fi|Thriller|IMAX,2010.0
77629,Reindeerspotting - Pako joulumaasta (2010),Documentary,2010.0
77665,Marmaduke (2010),Comedy,2010.0
77667,MacGruber (2010),Action|Comedy,2010.0
77672,Ca$h (2010),Crime|Thriller,2010.0
77798,"Nightmare on Elm Street, A (2010)",Fantasy|Horror|Thriller,2010.0
77800,Four Lions (2010),Comedy|Drama,2010.0
77818,Gunless (2010),Action|Comedy|Drama|Western,2010.0
77820,Furry Vengeance (2010),Children|Comedy,2010.0
77833,Armadillo (2010),Documentary|Drama,2010.0
77837,You Don't Know Jack (2010),Drama,2010.0
77866,Robin Hood (2010),Action|Adventure|Drama|Romance|War,2010.0
78034,Cemetery Junction (2010),Comedy|Drama|Romance,2010.0
78039,Blue Valentine (2010),Drama|Romance,2010.0
78041,Killers (2010),Action|Comedy,2010.0
78088,Buried (2010),Mystery|Thriller,2010.0
78105,Prince of Persia: The Sands of Time (2010),Action|Adventure|Fantasy|Romance|IMAX,2010.0
78116,Please Give (2010),Comedy|Drama,2010.0
78128,True Legend (Su Qi-Er) (2010),Action|Drama,2010.0
78174,Sex and the City 2 (2010),Comedy|Drama|Romance,2010.0
78209,Get Him to the Greek (2010),Comedy,2010.0
78218,Unthinkable (2010),Drama|Thriller,2010.0
78247,"Drawn Together Movie: The Movie!, The (2010)",Animation|Comedy,2010.0
78251,Friendship! (2010),Comedy,2010.0
78264,"Back-up Plan, The (2010)",Comedy|Romance,2010.0
78290,Burnt by the Sun 2 (Utomlyonnye solntsem 2) (2010),Drama,2010.0
78316,Letters to Juliet (2010),Drama|Romance,2010.0
78410,Chance Pe Dance (2010),Comedy|Drama|Romance,2010.0
78467,Jonah Hex (2010),Action|Drama|Thriller|Western,2010.0
78469,"A-Team, The (2010)",Action|Comedy|Thriller,2010.0
78499,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,2010.0
78517,Joan Rivers: A Piece of Work (2010),Documentary,2010.0
78574,Winter's Bone (2010),Drama|Thriller,2010.0
78633,Casino Jack and the United States of Money (2010),Documentary,2010.0
78637,Shrek Forever After (a.k.a. Shrek: The Final Chapter) (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,2010.0
78679,"Killer Inside Me, The (2010)",Crime|Drama|Thriller|Western,2010.0
78759,"Special Relationship, The (2010)",Drama,2010.0
78772,"Twilight Saga: Eclipse, The (2010)",Fantasy|Romance|Thriller|IMAX,2010.0
78871,"Genesis Found, A (2010)",Adventure|Mystery,2010.0
78873,Accident on Hill Road (2010),Crime|Drama|Thriller,2010.0
78893,"Last Airbender, The (2010)",Action|Adventure|Fantasy,2010.0
78974,Malice N Wonderland (2010),Drama|Musical,2010.0
78976,Stones in Exile (2010),Documentary|Musical,2010.0
79057,Predators (2010),Action|Sci-Fi|Thriller,2010.0
79091,Despicable Me (2010),Animation|Children|Comedy|Crime,2010.0
79132,Inception (2010),Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,2010.0
79134,Grown Ups (2010),Comedy,2010.0
79139,"Sorcerer's Apprentice, The (2010)",Action|Adventure|Children|Comedy|Fantasy,2010.0
79185,Knight and Day (2010),Action|Comedy|Romance,2010.0
79224,"Karate Kid, The (2010)",Action|Children|Drama,2010.0
79242,"Kids Are All Right, The (2010)",Comedy|Drama,2010.0
79251,"Serbian Film, A (Srpski film) (2010)",Horror|Thriller,2010.0
79293,Salt (2010),Action|Thriller,2010.0
79428,Dinner for Schmucks (2010),Comedy,2010.0
79430,8: The Mormon Proposition (2010),Documentary,2010.0
79463,Nanny McPhee Returns (a.k.a. Nanny McPhee and the Big Bang) (2010),Children|Comedy|Fantasy,2010.0
79515,Farsan (2010),Comedy,2010.0
79553,Ip Man 2 (2010),Action,2010.0
79570,Lucky (2010),Documentary,2010.0
79572,Ramona and Beezus (2010),Children|Comedy,2010.0
79588,Charlie St. Cloud (2010),Drama|Fantasy|Romance,2010.0
79592,"Other Guys, The (2010)",Action|Comedy,2010.0
79599,Operation Endgame (2010),Action|Comedy|Drama,2010.0
79695,"Expendables, The (2010)",Action|Adventure|Thriller,2010.0
79702,Scott Pilgrim vs. the World (2010),Action|Comedy|Fantasy|Musical|Romance,2010.0
79720,Animal Kingdom (2010),Crime|Drama,2010.0
79741,See What I'm Saying: The Deaf Entertainers Documentary (2010),Documentary,2010.0
79769,Raajneeti (2010),Crime|Drama|Romance,2010.0
79796,Centurion (2010),Action|Adventure|Drama|Thriller|War,2010.0
79824,Babies (Bébé(s)) (2010),Documentary,2010.0
79842,For Neda (2010),Documentary,2010.0
79850,12th & Delaware (2010),Documentary,2010.0
79860,"Experiment, The (2010)",Drama|Thriller,2010.0
79870,Smash His Camera (2010),Documentary,2010.0
79879,Piranha (Piranha 3D) (2010),Action|Horror|Thriller,2010.0
79895,"Extraordinary Adventures of Adèle Blanc-Sec, The (2010)",Action|Adventure|Fantasy|Mystery,2010.0
79974,Pyaar Impossible (2010),Comedy|Romance,2010.0
79987,Gainsbourg (Vie Héroïque) (2010),Drama|Musical|Romance,2010.0
80026,Tekken (2010),Action|Sci-Fi,2010.0
80054,Blood into Wine (2010),Documentary,2010.0
80094,"Last Exorcism, The (2010)",Horror|Thriller,2010.0
80126,"American, The (2010)",Drama|Thriller,2010.0
80137,If God Is Willing and da Creek Don't Rise (2010),Documentary,2010.0
80166,"Switch, The (2010)",Comedy|Romance,2010.0
80185,GasLand (2010),Documentary,2010.0
80193,No One Dies in Lily Dale (2010),Documentary,2010.0
80204,Vesku from Finland (Vesku) (2010),Documentary,2010.0
80219,Machete (2010),Action|Adventure|Comedy|Crime|Thriller,2010.0
80222,Step Up 3D (2010),Drama|Romance,2010.0
80233,"Truth, The (2010) ",Thriller,2010.0
80241,Going the Distance (2010),Comedy|Romance,2010.0
80271,Four Stories of St. Julian (2010) ,Crime|Thriller,2010.0
80350,Vampires Suck (2010),Comedy,2010.0
80363,Resident Evil: Afterlife (2010),Action|Horror|Sci-Fi|Thriller|IMAX,2010.0
80376,Preacher's Kid (2010),Drama,2010.0
80398,22 Bullets (L'immortel) (2010),Action|Crime|Thriller,2010.0
80454,Princess (Prinsessa) (2010),Drama,2010.0
80463,"Social Network, The (2010)",Drama,2010.0
80489,"Town, The (2010)",Crime|Drama|Thriller,2010.0
80498,Some Days Are Better Than Others (2010),Drama,2010.0
80549,Easy A (2010),Comedy|Romance,2010.0
80551,Eat Pray Love (2010),Drama|Romance,2010.0
80553,Howl (2010),Drama,2010.0
80557,Camp Hell (2010),Thriller,2010.0
80572,I'm Still Here (2010),Comedy|Drama,2010.0
80586,Flipped (2010),Comedy|Drama|Romance,2010.0
80588,IMAX: Hubble 3D (2010),Documentary|IMAX,2010.0
80590,Wall Street: Money Never Sleeps (2010),Drama,2010.0
80615,Legend of the Guardians: The Owls of Ga'Hoole (2010),Adventure|Animation|Fantasy|IMAX,2010.0
80617,Cats & Dogs: The Revenge of Kitty Galore (2010),Action|Children|Comedy,2010.0
80655,Amigo (2010),Drama|War,2010.0
80680,Monga (2010),Crime|Drama,2010.0
80693,It's Kind of a Funny Story (2010),Comedy|Drama,2010.0
80715,Just Like Us (2010),Comedy|Documentary,2010.0
80775,Tamara Drewe (2010),Comedy|Drama|Romance,2010.0
80779,Every Day (2010),Comedy|Drama,2010.0
80820,My Girlfriend's Boyfriend (2010),Comedy|Romance,2010.0
80831,Let Me In (2010),Drama|Horror|Mystery,2010.0
80834,Sintel (2010),Animation|Fantasy,2010.0
80839,Secretariat (2010),Adventure|Drama,2010.0
80846,Devil (2010),Horror|Mystery|Thriller,2010.0
80858,You Again (2010),Comedy,2010.0
80860,Life as We Know It (2010),Comedy|Romance,2010.0
80862,Catfish (2010),Documentary|Mystery,2010.0
80864,You Will Meet a Tall Dark Stranger (2010),Comedy|Romance,2010.0
80880,Stone (2010),Drama|Thriller,2010.0
80906,Inside Job (2010),Documentary,2010.0
80917,Monsters (2010),Drama|Sci-Fi,2010.0
80928,David Cross: Bigger & Blackerer (2010),Comedy|Documentary,2010.0
80939,Conviction (2010),Drama,2010.0
80969,Never Let Me Go (2010),Drama|Romance|Sci-Fi,2010.0
81018,"Illusionist, The (L'illusionniste) (2010)",Animation,2010.0
81080,Lost Boys: The Thirst (2010),Horror|Thriller,2010.0
81083,Kaboom (2010),Comedy|Sci-Fi,2010.0
81111,Peepli Live (2010),Comedy|Drama,2010.0
81132,Rubber (2010),Action|Adventure|Comedy|Crime|Drama|Film-Noir|Horror|Mystery|Thriller|Western,2010.0
81138,7 Days (Les 7 jours du talion) (2010),Thriller,2010.0
81140,6 Souls (Shelter) (2010),Horror|Mystery|Thriller,2010.0
81156,Jackass 3D (2010),Action|Comedy|Documentary,2010.0
81158,Restrepo (2010),Documentary|War,2010.0
81162,Road Kill (2010),Horror|Thriller,2010.0
81180,30 Days of Night: Dark Days (2010),Horror|Thriller,2010.0
81182,No Mercy (Yongseoneun Eupda) (2010),Thriller,2010.0
81191,Waiting for 'Superman' (2010),Documentary,2010.0
81229,Red (2010),Action|Comedy,2010.0
81257,In a Better World (Hævnen) (2010),Drama,2010.0
81270,My Soul to Take (2010),Horror|Thriller,2010.0
81330,My Kidnapper (2010),Documentary,2010.0
81383,Heartbreaker (L'Arnacoeur) (2010),Comedy|Romance,2010.0
81385,Of Gods and Men (Des hommes et des dieux) (2010),Drama,2010.0
81417,Paranormal Activity 2 (2010),Horror|IMAX,2010.0
81427,Born to Raise Hell (2010),Action,2010.0
81429,"Maze, The (2010)",Horror,2010.0
81451,Night Wolf (2010),Action|Horror,2010.0
81456,Heartbeats (Les amours imaginaires) (2010),Drama|Romance,2010.0
81512,Hereafter (2010),Drama|Fantasy,2010.0
81516,Black Death (2010),Adventure|Drama|Horror|Mystery,2010.0
81520,Undisputed III: Redemption (2010),Action|Crime|Drama,2010.0
81535,Saw VII 3D - The Final Chapter (2010),Horror|Mystery|Thriller,2010.0
81537,Due Date (2010),Comedy,2010.0
81562,127 Hours (2010),Adventure|Drama|Thriller,2010.0
81564,Megamind (2010),Action|Animation|Children|Comedy|Sci-Fi|IMAX,2010.0
81591,Black Swan (2010),Drama|Thriller,2010.0
81637,"Turtle's Tale: Sammy's Adventures, A (2010)",Adventure|Animation,2010.0
81639,Jack Goes Boating (2010),Comedy|Romance,2010.0
81641,Fair Game (2010),Drama|Thriller,2010.0
81711,Scared Shrekless (2010),Adventure|Animation|Comedy,2010.0
81725,How I Ended This Summer (Kak ya provyol etim letom) (2010),Drama,2010.0
81727,Thieves by Law (Ganavim Ba Hok) (2010),Documentary,2010.0
81744,"King of Fighters, The (2010)",Action|Sci-Fi,2010.0
81751,Uncle Boonmee Who Can Recall His Past Lives (Loong Boonmee raleuk chat) (2010),Drama|Fantasy,2010.0
81782,Unstoppable (2010),Action|Drama|Thriller,2010.0
81784,Morning Glory (2010),Comedy|Drama|Romance,2010.0
81786,Certified Copy (Copie conforme) (2010),Drama,2010.0
81788,"Next Three Days, The (2010)",Crime|Drama|Romance|Thriller,2010.0
81791,Somewhere (2010),Drama,2010.0
81802,Agnosia (2010),Drama|Thriller,2010.0
81804,Wild Target (2010),Comedy|Drama|Romance|Thriller,2010.0
81817,Carlos (2010),Crime|Drama|Thriller,2010.0
81819,Biutiful (2010),Drama,2010.0
81831,"First Beautiful Thing, The (La prima cosa bella) (2010)",Comedy|Drama,2010.0
81834,Harry Potter and the Deathly Hallows: Part 1 (2010),Action|Adventure|Fantasy|IMAX,2010.0
81845,"King's Speech, The (2010)",Drama,2010.0
81847,Tangled (2010),Animation|Children|Comedy|Fantasy|Musical|Romance|IMAX,2010.0
81906,Snow and Ashes (2010),Drama|Thriller|War,2010.0
81932,"Fighter, The (2010)",Drama,2010.0
81949,"Romantics, The (2010)",Comedy|Drama|Romance,2010.0
81993,Red: Werewolf Hunter (2010),Action|Fantasy|Horror,2010.0
82005,"Extra Man, The (2010)",Comedy,2010.0
82022,"Reef, The (2010)",Drama|Horror|Thriller,2010.0
82037,"Tillman Story, The (2010)",Documentary,2010.0
82053,Casino Jack (2010),Comedy|Crime,2010.0
82093,London Boulevard (2010),Crime|Romance,2010.0
82095,Skyline (2010),Sci-Fi|Thriller,2010.0
82097,Karthik Calling Karthik (2010),Comedy|Drama|Thriller,2010.0
82102,Sex & Drugs & Rock & Roll (2010),Comedy|Drama,2010.0
82115,Home for Christmas (Hjem til jul) (2010),Drama,2010.0
82154,Get Educated: Paathshaala (2010),Drama,2010.0
82167,Love and Other Drugs (2010),Comedy|Drama|Romance,2010.0
82169,"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",Adventure|Children|Fantasy,2010.0
82173,Tiny Furniture (2010),Comedy,2010.0
82175,Lovers of Hate (2010),Comedy,2010.0
82202,"Tourist, The (2010)",Drama|Thriller,2010.0
82242,Rare Exports: A Christmas Tale (Rare Exports) (2010),Action|Comedy,2010.0
82244,13 (2010),Thriller,2010.0
82324,Bal (Honey) (2010),Drama,2010.0
82360,Rammbock (2010),Drama|Horror,2010.0
82366,Hatchet II (2010),Comedy|Horror|Thriller,2010.0
82378,All Good Things (2010),Drama|Mystery|Thriller,2010.0
82380,Night Catches Us (2010),Drama|Romance,2010.0
82447,"Tomorrow, When the War Began (2010)",Action|Adventure|Drama,2010.0
82449,I Love You Too (2010),Comedy,2010.0
82459,True Grit (2010),Western,2010.0
82461,Tron: Legacy (2010),Action|Adventure|Sci-Fi|IMAX,2010.0
82463,Another Year (2010),Drama,2010.0
82499,How Do You Know (2010),Comedy|Drama|Romance,2010.0
82527,Barney's Version (2010),Drama,2010.0
82534,"Company Men, The (2010)",Drama,2010.0
82667,I Saw the Devil (Akmareul boatda) (2010),Crime|Thriller,2010.0
82744,Faster (2010),Action|Crime|Drama,2010.0
82765,Little Big Soldier (Da bing xiao jiang) (2010),Action|Adventure|Comedy|Drama|War,2010.0
82767,Rabbit Hole (2010),Drama,2010.0
82852,Little Fockers (2010),Comedy,2010.0
82854,Gulliver's Travels (2010),Adventure|Comedy|Fantasy,2010.0
82926,Klown: The Movie (Klovn) (2010),Comedy,2010.0
82928,Nude Nuns with Big Guns (2010),Action|Comedy,2010.0
82931,"Last Circus, The (Balada triste de trompeta) (Sad Trumpet Ballad, A) (2010)",Comedy|Drama|War,2010.0
83006,"Scientist, The (2010)",Drama,2010.0
83067,And Soon the Darkness (2010),Horror|Thriller,2010.0
83086,Burlesque (2010),Drama|Musical|Romance,2010.0
83089,Violet Tendencies (2010),Comedy|Drama|Romance,2010.0
83132,"Secret World of Arrietty, The (Kari-gurashi no Arietti) (2010)",Animation|Children|Fantasy,2010.0
83134,Tucker & Dale vs Evil (2010),Comedy|Horror,2010.0
83138,Erasing David (2010),Documentary,2010.0
83177,Yogi Bear (2010),Children|Comedy,2010.0
83180,Countdown to Zero (2010),Documentary,2010.0
83264,Band Baaja Baaraat (2010),Comedy|Drama|Musical,2010.0
83270,Made in Dagenham (2010),Comedy|Drama,2010.0
83293,Waste Land (2010),Documentary,2010.0
83302,Last Night (2010),Drama|Romance,2010.0
83332,Who Is Harry Nilsson (And Why Is Everybody Talkin' About Him?) (2010),Documentary,2010.0
83369,"Way Back, The (2010)",Drama,2010.0
83374,"Warrior's Way, The (2010)",Action|Fantasy|Western,2010.0
83450,Brest Fortress (Brestskaya krepost) (2010),Action|Drama|War,2010.0
83478,Ong-Bak 3: The Final Battle (Ong Bak 3) (2010),Action,2010.0
83525,Outrage (Autoreiji) (2010),Crime|Drama,2010.0
83619,Just Like Me (Igualita a Mi) (2010),Comedy|Romance,2010.0
83801,"Film Unfinished, A (Shtikat Haarchion) (2010)",Documentary|Drama,2010.0
83803,Day & Night (2010),Animation|Children,2010.0
83827,Marwencol (2010),Documentary,2010.0
83842,"Edge, The (Kray) (2010)",Adventure|Drama|Romance,2010.0
83912,Frankie and Alice (2010),Drama,2010.0
83976,"Trip, The (2010)",Comedy|Drama,2010.0
84017,2012: Time for Change (2010),Animation|Documentary,2010.0
84019,Cool It (2010),Documentary,2010.0
84116,Poetry (Shi) (2010),Drama,2010.0
84128,"Tuesday, After Christmas (Marti, dupa craciun) (2010)",Drama|Romance,2010.0
84137,"Housemaid, The (Hanyo) (2010)",Thriller,2010.0
84156,Happy People: A Year in the Taiga (2010),Documentary,2010.0
84160,Wishful Drinking (2010),Documentary,2010.0
84189,I Spit on Your Grave (2010),Crime|Horror|Thriller,2010.0
84234,Simple Simon (I rymden finns inga känslor) (2010),Comedy|Drama,2010.0
84242,Welcome to the Rileys (2010),Drama,2010.0
84260,"Traveler, The (2010)",Horror|Thriller,2010.0
84407,Dog Pound (2010),Drama,2010.0
84444,And Everything Is Going Fine (2010),Documentary,2010.0
84506,Silent Souls (Ovsyanki) (2010),Drama,2010.0
84532,Tyler Perry's For Colored Girls (2010),Drama,2010.0
84570,Country Strong (2010),Drama|Musical|Romance,2010.0
84621,Mirrors 2 (2010),Horror|Mystery|Thriller,2010.0
84696,Burke and Hare (2010),Comedy|Thriller,2010.0
84732,Vanishing on 7th Street (2010),Horror|Mystery|Thriller,2010.0
84740,Open House (2010) ,Crime|Drama|Thriller,2010.0
84770,Client 9: The Rise and Fall of Eliot Spitzer (2010),Documentary,2010.0
84775,Submarino (2010),Drama,2010.0
84880,"Infidel, The (2010)",Comedy,2010.0
84952,Confessions (Kokuhaku) (2010),Drama|Horror,2010.0
84957,"Tempest, The (2010)",Comedy|Drama|Fantasy|Romance,2010.0
84974,Holokaustin värit (2010),Documentary|War,2010.0
85007,Happythankyoumoreplease (2010),Comedy|Drama,2010.0
85129,71: Into The Fire (Pohwasogeuro) (2010),War,2010.0
85190,Public Speaking (2010),Documentary,2010.0
85211,Norwegian Wood (Noruwei no mori) (2010),Drama|Romance,2010.0
85291,Fubar II (Fubar: Balls to the Wall) (2010),Comedy,2010.0
85293,"Bannen Way, The (2010)",Action|Comedy|Crime|Thriller,2010.0
85295,Scooby-Doo! Curse of the Lake Monster (2010),Adventure|Children|Comedy|Mystery,2010.0
85305,Holy Rollers (2010),Crime|Drama,2010.0
85342,Elite Squad: The Enemy Within (Tropa de Elite 2 - O Inimigo Agora É Outro) (2010),Action|Crime|Drama,2010.0
85365,"Wildest Dream, The (2010)",Documentary,2010.0
85372,Potiche (2010),Comedy,2010.0
85394,Cave of Forgotten Dreams (2010),Documentary,2010.0
85401,Super (2010),Action|Comedy|Drama,2010.0
85412,"Troll Hunter, The (Trolljegeren) (2010)",Fantasy|Horror,2010.0
85527,Putty Hill (2010),Drama,2010.0
85540,Essential Killing (2010),Thriller|War,2010.0
85555,"Kings of Mykonos, The (2010)",Comedy,2010.0
85567,"Letzte schöne Herbsttag, Der (2010)",Comedy|Drama|Romance,2010.0
85763,Beneath Hill 60 (2010),Drama|War,2010.0
85774,Senna (2010),Documentary,2010.0
85783,Kapitalism: Our Improved Formula (Kapitalism - Reteta noastra secreta) (2010),Documentary,2010.0
85788,Insidious (2010),Fantasy|Horror|Thriller,2010.0
85790,Meek's Cutoff (2010),Western,2010.0
85885,Room in Rome (Habitación en Roma) (2010),Drama|Romance,2010.0
86000,Boy (2010),Comedy|Drama,2010.0
86028,Henry's Crime (2010),Comedy|Crime,2010.0
86096,"Arbor, The (2010)",Documentary,2010.0
86137,Leap Year (Año bisiesto) (2010),Drama,2010.0
86142,13 Assassins (Jûsan-nin no shikaku) (2010),Action,2010.0
86145,On Tour (Tournée) (2010),Comedy|Drama,2010.0
86233,New Kids Turbo (2010),Action|Comedy,2010.0
86244,Easy Money (Snabba Cash) (2010),Action|Thriller,2010.0
86277,Beyond (Svinalängorna) (2010),Drama,2010.0
86279,Into Eternity (2010),Documentary,2010.0
86300,"Princess of Montpensier, The (La princesse de Montpensier) (2010)",Action|Drama|Romance,2010.0
86345,Louis C.K.: Hilarious (2010),Comedy,2010.0
86408,Welcome to the South (Benvenuti al Sud) (2010),Comedy,2010.0
86432,Outside the Law (Hors-la-loi) (2010),Crime|Drama|War,2010.0
86626,Socialism (Film socialisme) (2010),Drama,2010.0
86642,Cold Weather (2010),Drama,2010.0
86717,Kosmos (2010),Drama,2010.0
86723,"Parking Lot Movie, The (2010)",Documentary,2010.0
86725,We Are What We Are (Somos lo que hay) (2010),Drama|Horror,2010.0
86750,"Robber, The (Der Räuber) (2010)",Crime|Drama,2010.0
86762,Attenberg (2010),Drama,2010.0
86781,Incendies (2010),Drama|Mystery|War,2010.0
86837,"19th Wife, The (2010)",Drama,2010.0
86892,The Man from Nowhere (2010),Action|Crime|Thriller,2010.0
86922,Nothing to Declare (Rien à déclarer) (2010),Comedy,2010.0
86970,Daayen Ya Baayen (2010),Comedy|Drama,2010.0
86985,Stonewall Uprising (2010),Documentary,2010.0
87000,"Virginity Hit, The (2010)",Comedy,2010.0
87047,"Strange Case of Angelica, The (O Estranho Caso de Angélica) (2010)",Drama,2010.0
87079,Trust (2010),Drama|Thriller,2010.0
87098,"Mosquito Net, The (La mosquitera) (2010)",Drama,2010.0
87100,Loft (2010),Comedy|Thriller,2010.0
87105,Open Season 3 (2010),Animation|Children|Comedy,2010.0
87194,The Way (2010),Adventure|Comedy|Drama,2010.0
87197,Let the Bullets Fly (2010),Action|Comedy,2010.0
87234,Submarine (2010),Comedy|Drama|Romance,2010.0
87279,Brotherhood  (2010),Crime|Drama|Thriller,2010.0
87287,American Grindhouse (2010),Documentary,2010.0
87298,Everything Must Go (2010),Comedy|Drama,2010.0
87302,Red White & Blue (2010),Drama|Mystery|Romance,2010.0
87304,Beginners (2010),Drama,2010.0
87314,Lottery Ticket (2010),Comedy,2010.0
87320,"Oath, The (2010)",Documentary,2010.0
87332,"City Below, The (Unter dir die Stadt) (2010)",Drama,2010.0
87410,"Chosen One, The (2010)",Comedy|Drama,2010.0
